sample_id,folder_id,split,subset,file_path,sample_idx,sampling_rate,rpm,label,signal_length,fault_ftf_mult,fault_bsf_mult,fault_bpfo_mult,fault_bpfi_mult,rms,kurtosis,skewness,envelope_kurtosis,E_bpfi,E_bpfo,E_bsf,nan_count,inf_count,signal_hash
1_test_DS_0,1,test,DS,/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,0,640.0,1228.76453,1,16384,0.0326264054,0.213265285,0.5244098,0.7488158,0.06243484111607849,6.201809020722099,0.11647725464540747,12.332685764836627,5169.186304365326,6542.099069439855,332.50084211085056,0,0,57e51f38a1007f136294e04762dd398f
1_test_DS_1,1,test,DS,/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,1,640.0,1228.97961,1,16384,0.0326264054,0.213265285,0.5244098,0.7488158,0.06227652242510303,6.329808330222296,-0.04386972484847121,13.747338213225833,6649.737223582957,6780.843357396063,286.9033451931635,0,0,aea6a6e625f0a9bd52344c6d08f12215
1_test_DS_2,1,test,DS,/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,2,640.0,1228.57227,1,16384,0.0326264054,0.213265285,0.5244098,0.7488158,0.05866943846747864,5.336047564807904,0.02055960595898336,10.345464822457927,8433.377454973022,9034.123596691355,336.5249546406958,0,0,9054472bd053ac378ef165847b8d1e54
1_test_DS_3,1,test,DS,/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,3,640.0,1195.8479,1,16384,0.0326264054,0.213265285,0.5244098,0.7488158,0.06071722605700506,6.61992206786509,0.020093999370967324,14.166123517771153,4176.061951188568,4032.7100015296282,306.1596161180947,0,0,0a78d38bf02f8e1c56ced8c937732868
1_test_DS_4,1,test,DS,/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,4,640.0,958.0971,1,16384,0.0326264054,0.213265285,0.5244098,0.7488158,0.05462159398418565,8.8650967104479,0.13584754533519225,19.332483075574938,4831.8679539179175,390.37845779442176,474.57983323623176,0,0,136310ad4fc2a2b9dda867a4e65499de
1_test_DS_5,1,test,DS,/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,5,640.0,1000.00073,1,16384,0.0326264054,0.213265285,0.5244098,0.7488158,0.05346972897717936,6.913875127163984,-0.08401303994767176,16.477401365506132,6270.2125683649,458.87010366246983,514.896867330434,0,0,79c7bd15795a3dcd75b2ca00e1bee7b6
1_test_DS_6,1,test,DS,/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,6,640.0,1173.6521,1,16384,0.0326264054,0.213265285,0.5244098,0.7488158,0.05945725256537993,7.295776300168856,0.09634400029108726,16.1250315662383,4930.270114077865,4231.85574516554,403.49746303857233,0,0,3cc449004ac4ce3ffb20a27d449d9bb5
1_test_DS_7,1,test,DS,/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,7,640.0,1195.17224,1,16384,0.0326264054,0.213265285,0.5244098,0.7488158,0.06106147416219833,5.517163722945283,0.09477197141413395,11.893162731558347,6257.639209193463,6269.3755282485145,361.6000364557493,0,0,57c21d0025dae189e6f42eeb5475b540
1_test_DS_8,1,test,DS,/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,8,640.0,1159.05261,1,16384,0.0326264054,0.213265285,0.5244098,0.7488158,0.0628457047592022,9.46949225161351,0.16019820606251045,17.733817223500353,7351.469498776071,4125.220506173899,369.2940124550026,0,0,cbf033b7b064735faa30387ad030cd89
1_test_DS_9,1,test,DS,/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,9,640.0,1029.24585,1,16384,0.0326264054,0.213265285,0.5244098,0.7488158,0.05445012381645613,8.546647325773616,0.2549536265638876,18.406318679704704,3150.374727530927,429.10208044014337,522.7371486319521,0,0,8ca0f6563c784cc66e913c2f024681eb
1_test_DS_10,1,test,DS,/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,10,640.0,1195.58972,1,16384,0.0326264054,0.213265285,0.5244098,0.7488158,0.05605960314760788,6.656910895968142,0.03616360584196719,12.813156765010975,4785.352812512301,3826.8794281340283,439.1308749530591,0,0,32eaf1f9cedde5569ab208742bf059dd
1_test_DS_11,1,test,DS,/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,11,640.0,1195.60693,1,16384,0.0326264054,0.213265285,0.5244098,0.7488158,0.05322589522944405,6.209927637551932,-0.00236059482009468,12.60501951159429,4849.739479412538,4750.221574641077,388.1128101958284,0,0,1321689034345e9af6269060d6e8d83b
1_test_DS_12,1,test,DS,/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,12,640.0,1181.15527,1,16384,0.0326264054,0.213265285,0.5244098,0.7488158,0.053400637690728364,6.559820720508737,-0.00945658663786896,13.898407648025396,5344.7238910398455,5039.543303883834,370.65982753915654,0,0,836385928fdcd98390488ffb1c1b6714
1_test_DS_13,1,test,DS,/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,13,640.0,1195.44165,1,16384,0.0326264054,0.213265285,0.5244098,0.7488158,0.05909711045200291,7.239650312126438,-0.01037630043223114,13.422843512311681,5202.514629042433,4598.238786220222,350.9208356700891,0,0,8a2ae34026cea6047d73c0bb10b566fd
1_test_DS_14,1,test,DS,/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,14,640.0,1196.2511,1,16384,0.0326264054,0.213265285,0.5244098,0.7488158,0.05682398253959842,5.843742095653545,-0.025426585267156333,11.974995747908832,3161.752108791131,3254.8302752176915,363.1173588816337,0,0,69c63d48d6e7cd4bfb324876ab3d5408
1_test_DS_15,1,test,DS,/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,15,640.0,1124.125,1,16384,0.0326264054,0.213265285,0.5244098,0.7488158,0.06241465531911624,5.186885454953358,-0.08552610550551058,11.13089815246226,3110.5437157431797,952.5990719472502,435.23292565254457,0,0,575442d8a017634a6dced595388bef53
1_test_DS_16,1,test,DS,/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,16,640.0,1123.21545,1,16384,0.0326264054,0.213265285,0.5244098,0.7488158,0.05936286704028081,4.671752617388059,-0.02422445873746237,9.764998246249922,5229.511609301485,1917.2552047886825,411.4807041957903,0,0,e2d5f3e2a6e5e6f488f0d30a2b0aa7f2
1_test_DS_17,1,test,DS,/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,17,640.0,1159.627,1,16384,0.0326264054,0.213265285,0.5244098,0.7488158,0.0635975133067918,7.585174931395801,-0.04229107083220346,15.23509206804472,5580.179023177474,4513.060726703887,342.38663273862636,0,0,140958264883bfbdbfdbf996a9780060
1_test_DS_18,1,test,DS,/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,18,640.0,0.0,-1,16384,0.0326264054,0.213265285,0.5244098,0.7488158,0.010688192681576328,2.7913855165199277,-0.006821365648874565,2.9752027782837263,0.0,0.0,0.0,0,0,347c5c6326fc32e5ebb7569782463710
1_test_DS_19,1,test,DS,/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,19,640.0,0.0,-1,16384,0.0326264054,0.213265285,0.5244098,0.7488158,0.007364803204478448,2.893591400567635,0.019970640098110913,3.071272924956244,0.0,0.0,0.0,0,0,0e9990d082eb525a87be3f63b1c50134
1_test_DS_20,1,test,DS,/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,20,640.0,1050.59851,1,16384,0.0326264054,0.213265285,0.5244098,0.7488158,0.05174603116549041,6.2525236433422835,3.428026970623333e-05,13.342838858251852,8728.096523571092,640.4610243546565,417.36513802159766,0,0,beea048c5bb6b91d5aea8b51b888cd84
1_test_DS_21,1,test,DS,/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,21,640.0,1014.177,1,16384,0.0326264054,0.213265285,0.5244098,0.7488158,0.05182837460458644,7.627758445701338,-0.1206961761225844,15.85707770574799,5810.849641910679,625.9429976503976,430.08116313641955,0,0,8f339338d3ae06919b35a49132f3cac7
1_test_DS_22,1,test,DS,/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,22,640.0,1195.14319,1,16384,0.0326264054,0.213265285,0.5244098,0.7488158,0.059321702802609025,7.325991760920094,0.11005257433518517,14.649944389761894,5025.09524717854,4313.5618590736585,386.11882963152794,0,0,c42282efe170b9212e5046b10f43b749
1_test_DS_23,1,test,DS,/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,23,640.0,1217.38062,1,16384,0.0326264054,0.213265285,0.5244098,0.7488158,0.0683258252048523,5.904784574458967,0.1351596320453782,11.790687741589116,8995.49558338047,9240.51752411444,468.33560478411346,0,0,52494768fd2815fe57a6b8234a39deea
1_test_DS_24,1,test,DS,/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,24,640.0,1036.241,1,16384,0.0326264054,0.213265285,0.5244098,0.7488158,0.06257328231770884,3.2056382642970958,-0.02804294000566518,4.594389094945964,16032.202180941737,476.556759734303,422.0963326400846,0,0,bbe2bdeaf13d8e3990947abf57cede23
1_test_DS_25,1,test,DS,/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,25,640.0,1014.43359,1,16384,0.0326264054,0.213265285,0.5244098,0.7488158,0.05407522275055115,7.2468887393623165,-0.18328539654009515,15.643100476830611,7509.040257051321,384.8087021465833,536.8471115517259,0,0,3a855444eb0f225bd65747367563c7ea
1_test_DS_26,1,test,DS,/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,26,640.0,1144.85352,1,16384,0.0326264054,0.213265285,0.5244098,0.7488158,0.06702997440501215,6.587362774958542,0.027467652206826516,13.537454932735283,8889.506937847376,4959.351322173824,331.44317487745155,0,0,fa6345ac3c6a4df66cd80d45345328a7
1_test_DS_27,1,test,DS,/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,27,640.0,942.3413,1,16384,0.0326264054,0.213265285,0.5244098,0.7488158,0.05404137608227287,6.296533676128446,0.0344992880209917,13.816874508470127,10212.18285198392,473.7670838068785,527.5525130263238,0,0,d7e9aa8e6c134e2385a4cfb6f71144ad
1_test_DS_28,1,test,DS,/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,28,640.0,965.526367,1,16384,0.0326264054,0.213265285,0.5244098,0.7488158,0.055069747314553365,7.032992951757525,0.03557230153673436,15.58117897712697,4753.233499501689,281.47669649958414,518.4846720368671,0,0,3987c75b6f4968872fdcd3a23d0e6e7e
1_test_DS_29,1,test,DS,/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,29,640.0,1086.5083,1,16384,0.0326264054,0.213265285,0.5244098,0.7488158,0.06697885030096797,7.527028459824263,0.014449016001585172,15.542309379792254,5517.468711942125,733.8499672575236,367.3266437198517,0,0,f604e4456244d55181286ff434a2f849
1_test_DS_30,1,test,DS,/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,30,640.0,1122.84583,1,16384,0.0326264054,0.213265285,0.5244098,0.7488158,0.06313823182079956,6.152848701037184,0.06598330887689105,13.168760681420281,4263.51436606919,2417.485523884624,372.9980935918162,0,0,02d17da518a8928f299f4b1f65375970
1_test_DS_31,1,test,DS,/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,31,640.0,1101.18555,1,16384,0.0326264054,0.213265285,0.5244098,0.7488158,0.07196557366333253,3.3025902775253635,0.02898130573283503,5.788578268826386,8124.689962116944,1394.2487357434454,408.21483563932134,0,0,495f62a1c575d66aad472885f38e18b3
1_test_DS_32,1,test,DS,/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,32,640.0,1057.88257,1,16384,0.0326264054,0.213265285,0.5244098,0.7488158,0.05403232959130705,3.976394402747299,0.0054439763393403715,7.412124498514291,4721.659396674955,553.805958292269,393.7899803764067,0,0,7c0b41a2689dd18cb90c6147137a77c5
1_test_DS_33,1,test,DS,/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,33,640.0,1014.75256,1,16384,0.0326264054,0.213265285,0.5244098,0.7488158,0.05028141665333919,5.026228757893139,-0.035147411038844466,10.429744729393754,4146.974508610398,438.3806917925224,400.8664458544143,0,0,0b859aee272d3b842d0b65dc4451d1e1
1_test_DS_34,1,test,DS,/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,34,640.0,1087.08276,1,16384,0.0326264054,0.213265285,0.5244098,0.7488158,0.0579276264109762,4.453807401224676,-0.002532936880002899,8.497957159385116,3890.160163137057,980.7528144034736,337.7932774118387,0,0,49a1d8771e64de5cba7bf32090566d8d
1_test_DS_35,1,test,DS,/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,35,640.0,1086.592,1,16384,0.0326264054,0.213265285,0.5244098,0.7488158,0.05857223319134652,5.264838204402897,0.03590261946794098,11.088025531338085,11964.77001626978,1263.2599236007445,319.05692680060776,0,0,e93b5dd1a3bab82749270d06ae9c0d40
1_test_DS_36,1,test,DS,/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,36,640.0,1087.47168,1,16384,0.0326264054,0.213265285,0.5244098,0.7488158,0.058417830864305215,5.357519963969224,-0.018477657986371108,11.180224522089656,5602.754656556228,635.4443545063777,404.01880461612484,0,0,6123493f4d0f0c0566d277e5eb914431
1_test_DS_37,1,test,DS,/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,37,640.0,1072.448,1,16384,0.0326264054,0.213265285,0.5244098,0.7488158,0.062249882854185486,4.647698822746416,0.04217207345839751,9.0881807844141,5383.502018951219,736.9464745061912,415.47038441499024,0,0,0f99bfdf4fe5189cc9c016a43ed0227b
1_test_DS_38,1,test,DS,/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,38,640.0,1087.74426,1,16384,0.0326264054,0.213265285,0.5244098,0.7488158,0.05894824485074971,5.115336579338235,0.002919151800905893,11.288466531638315,6651.1515388087155,854.5485178069603,320.2102496745135,0,0,540c7d933d313ff9964250825639e286
1_test_DS_39,1,test,DS,/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,39,640.0,1217.00452,1,16384,0.0326264054,0.213265285,0.5244098,0.7488158,0.05628462500910511,6.0791943643906015,0.07981539305708166,12.546980203159851,7912.026682910395,8568.46038246942,437.76396782106417,0,0,b7622b6a4e387933dc0e845646c9d7a7
1_test_DS_40,1,test,DS,/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,40,640.0,1217.37769,1,16384,0.0326264054,0.213265285,0.5244098,0.7488158,0.05667572401182007,5.239615633134329,0.11223874779413794,9.402551212727033,13087.448579002072,12954.54877662345,406.3703346109895,0,0,219bbdaf718a4fb0a05d95bfa26bc9bf
1_test_DS_41,1,test,DS,/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,41,640.0,1087.40344,1,16384,0.0326264054,0.213265285,0.5244098,0.7488158,0.05714744732124463,5.1074547607721,-0.029517589909417104,11.440784592506967,6547.342683417212,699.7492460380977,307.08449898322505,0,0,8e58e9c6d227093fd708d821f6502c81
1_test_DS_42,1,test,DS,/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,42,640.0,1086.69324,1,16384,0.0326264054,0.213265285,0.5244098,0.7488158,0.05762653785968948,4.353673414370946,-0.010909394775736426,8.913039893306564,4115.046311518593,891.1108434982386,401.5474219103817,0,0,e5044460900aa5a5d9629f81a8e670af
1_test_DS_43,1,test,DS,/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,43,640.0,1050.61853,1,16384,0.0326264054,0.213265285,0.5244098,0.7488158,0.053620782162044245,4.818498411601466,-0.013984621152947779,10.583475215122629,12914.277633811982,440.5808986237248,384.60853839832816,0,0,54ea16eb82d482a7e3c753fb8fe9e860
1_test_DS_44,1,test,DS,/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,44,640.0,1050.73169,1,16384,0.0326264054,0.213265285,0.5244098,0.7488158,0.05244688224325116,4.464422484517952,0.10535735557597065,8.938359839304873,20297.07957447119,488.17531399142433,350.26961976850583,0,0,ac4c12dd958ceffcb48b2703b57a5951
1_test_DS_45,1,test,DS,/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,45,640.0,1050.52258,1,16384,0.0326264054,0.213265285,0.5244098,0.7488158,0.05427721556461505,4.708774193694225,-0.059355676020150704,8.94686144218456,14519.90308471263,461.8162981170306,374.7283967109018,0,0,babbd23607d10e940d6b2297562a0daf
1_test_DS_46,1,test,DS,/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,46,640.0,1014.0683,1,16384,0.0326264054,0.213265285,0.5244098,0.7488158,0.05082216865534953,4.736994732982145,0.008447727350522094,9.609834324221492,5069.7555258063,313.3665429911773,455.5619605365049,0,0,60ade8364a6691a0c2b9f79ec6721bbf
1_test_DS_47,1,test,DS,/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,47,640.0,1167.02734,1,16384,0.0326264054,0.213265285,0.5244098,0.7488158,0.051832551879881957,5.032434198980758,0.046027638814135755,9.939270695846936,7237.646768329253,6552.860474955807,364.7217052930731,0,0,37e9899752f7bfb52511dc6deb410000
1_test_DS_48,1,test,DS,/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,48,640.0,1167.167,1,16384,0.0326264054,0.213265285,0.5244098,0.7488158,0.05124154030956243,4.070811493043997,-0.019438034780975128,6.927932575644395,5580.298238421399,4551.448823902345,329.9925705555126,0,0,9263175ec05fa4b14ee073c01337a6ab
1_test_DS_49,1,test,DS,/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,49,640.0,1013.57233,1,16384,0.0326264054,0.213265285,0.5244098,0.7488158,0.05166845185433679,4.7234819141292705,-0.004862492134191428,9.39866643515058,7738.080334323912,313.50882725938163,487.8384602283918,0,0,b81a2f05527c6009ee92c4bfa6b7ea5d
1_test_DS_50,1,test,DS,/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,50,640.0,940.319946,1,16384,0.0326264054,0.213265285,0.5244098,0.7488158,0.05060130139927755,7.131172306921389,-0.1176205963776198,16.754662088058772,9167.278820858173,306.1977231112428,544.1245426830179,0,0,b1de4ae9ffc313dc5295381bbfa0ebe3
1_test_DS_51,1,test,DS,/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,51,640.0,1115.74561,1,16384,0.0326264054,0.213265285,0.5244098,0.7488158,0.06778270440796165,5.863995276323536,0.09734078789651071,12.685949628360483,7033.47149501389,2561.390826372924,420.62532162081953,0,0,2de0cc17d333b0ca84f2049dc905b4f2
1_test_DS_52,1,test,DS,/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,52,640.0,1195.67322,1,16384,0.0326264054,0.213265285,0.5244098,0.7488158,0.05759142887067692,8.99759380422757,0.17965897770673114,17.180619050689746,7597.757903236094,6820.4507205983655,439.4176299737936,0,0,48f70ea712de76dcd51ed7c0fd1b9c7a
1_test_DS_53,1,test,DS,/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,53,640.0,0.0,-1,16384,0.0326264054,0.213265285,0.5244098,0.7488158,0.00654517647553694,3.0329912255693623,-0.012065288824744636,3.1917454068119055,0.0,0.0,0.0,0,0,a52cc67427e702b0e8a26d17b5105540
1_test_DS_54,1,test,DS,/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,54,640.0,0.0,-1,16384,0.0326264054,0.213265285,0.5244098,0.7488158,0.006423332101888984,2.9912305195395232,0.04035484423782295,3.109726209263071,0.0,0.0,0.0,0,0,8f1be5fc7114c64c5db1d075e43a0a04
1_test_DS_55,1,test,DS,/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,55,640.0,942.1852,1,16384,0.0326264054,0.213265285,0.5244098,0.7488158,0.04036996808708929,5.834561032661821,-0.09496629886047245,15.487268897857286,1900.6620359942976,1549.2030537094884,710.5904060015245,0,0,f0ad06c3a2b24940a5437f749e70c9b8
1_test_DS_56,1,test,DS,/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,56,640.0,1267.56885,1,16384,0.0326264054,0.213265285,0.5244098,0.7488158,0.06600118149196528,5.250288319702461,0.006142874958172488,10.440759216880252,6302.380322894114,7307.490710230032,322.24975965235376,0,0,a53a10a203715426368a7baf3ddc31c9
1_test_DS_57,1,test,DS,/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,57,640.0,1266.97815,1,16384,0.0326264054,0.213265285,0.5244098,0.7488158,0.06488113850536886,5.466919689651316,0.10661573073204202,10.109346336108146,6771.40875424924,8689.021179578598,450.7857386410717,0,0,5e2c806903ae79631c936a8dee3a2f3c
1_test_DS_58,1,test,DS,/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,58,640.0,1266.99023,1,16384,0.0326264054,0.213265285,0.5244098,0.7488158,0.0565798570826538,5.3658775204282865,-0.03062378895869293,9.823752835963788,3395.7796004232137,6313.947563484759,325.26294789498445,0,0,bebaedd4403b66f0fb8ad47bc4af0303
1_test_DS_59,1,test,DS,/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,59,640.0,1195.52759,1,16384,0.0326264054,0.213265285,0.5244098,0.7488158,0.05620613999113617,4.8120619393992445,0.06356204946294207,8.884038226912416,4715.1509759703495,4827.367227554887,335.60844663666455,0,0,d727c6208fab3213d3edf889c2fd6194
1_test_DS_60,1,test,DS,/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,60,640.0,1086.555,1,16384,0.0326264054,0.213265285,0.5244098,0.7488158,0.060510449309471546,8.417899209184995,0.23718365386093318,17.10610340385147,3766.013292293979,1284.8030211567866,403.32449322812147,0,0,b6cbafee56cc0974f23fc282feebf7e9
1_test_DS_61,1,test,DS,/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,61,640.0,940.6515,1,16384,0.0326264054,0.213265285,0.5244098,0.7488158,0.05419855914139926,11.983096342658001,0.18104357607668198,24.17757580845916,3056.0977180619193,861.5895028229027,576.3063358277897,0,0,e15fe333fabd714ebafe59b7ee2cbc05
1_test_DS_62,1,test,DS,/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,62,640.0,0.0,-1,16384,0.0326264054,0.213265285,0.5244098,0.7488158,0.022426206870283804,2.8730997137718415,0.026402944002729207,3.1026258503602904,0.0,0.0,0.0,0,0,a354b93e1e4544a7e4fb18d5295e2465
1_test_DS_63,1,test,DS,/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,63,640.0,1158.58618,1,16384,0.0326264054,0.213265285,0.5244098,0.7488158,0.05491228270792714,5.7976596897611685,-0.0036856850471867837,11.616129949860417,5255.385100010588,5322.862934815184,403.94402816563104,0,0,b7e8a06d86623fecf17ab67c5a5b322e
1_test_DS_64,1,test,DS,/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,64,640.0,1015.074,1,16384,0.0326264054,0.213265285,0.5244098,0.7488158,0.06455188346364503,5.034721112327685,-0.10604037325360277,11.696755704264339,2912.8537732944487,430.71675847267096,539.7216075922345,0,0,5dd6c087f7e36abe9f79bbc8d8155fab
1_test_DS_65,1,test,DS,/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,65,640.0,1159.93579,1,16384,0.0326264054,0.213265285,0.5244098,0.7488158,0.05917142838514457,7.5292323635198,-0.10569948356771855,14.82737887055937,9716.072810736336,9307.881024033672,426.31690353219574,0,0,ba7c450f218d530437ee60aa49039cd2
1_test_DS_66,1,test,DS,/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,66,640.0,1209.9259,1,16384,0.0326264054,0.213265285,0.5244098,0.7488158,0.059457115135747855,6.766801843905878,0.12082784188680666,14.482940676262091,6328.081570194633,6185.5278860594335,289.17008020986145,0,0,9ede28f29d13e2a80bdfd1167ac74ecb
1_test_DS_67,1,test,DS,/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,67,640.0,978.325439,1,16384,0.0326264054,0.213265285,0.5244098,0.7488158,0.05131384319827266,9.654937950918459,0.041696722047135086,21.180262076755614,3612.3287236117512,558.656961565084,486.39395411376285,0,0,01220bcfad8e82d8de82e62465a0d4e5
1_test_DS_68,1,test,DS,/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,68,640.0,1232.306,1,16384,0.0326264054,0.213265285,0.5244098,0.7488158,0.06058665557702738,7.435135658490572,0.11834918457288089,13.984405692644982,5495.98637823083,6774.373189595973,418.3858533861471,0,0,648d2bcd70a87d243b3d6b0d29c65db3
1_test_DS_69,1,test,DS,/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,69,640.0,1268.29651,1,16384,0.0326264054,0.213265285,0.5244098,0.7488158,0.05916022700292433,6.33418631209827,-0.06494246831521878,12.597472475067532,1911.9705454349325,3723.8320691734634,393.38772491960424,0,0,be0f1090bffe9ca8dd2a1ef271a715e3
